,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,BB diameter,ttd,Head tube diameter,dtd,csd,ssd,Seat tube diameter,BB length,Chain stay position on BB,SSTopZOFFSET,MATERIAL,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube
4155,405.0,70.0,593.0,71.5,136.7,45.0,493.7,74.5,633.6466209205146,40.0,28.6,44.0,36.5,29.0,13.0,31.8,68.0,15.0,9.0,STEEL,30.7,23.7,45.0,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4156,440.0,65.0,648.6,72.0,200.0,40.0,640.0,72.0,661.9724697997203,40.0,30.150000000000002,39.0,36.25,21.6,11.8,28.6,68.0,10.0,4.0,STEEL,35.2,30.4,45.8,370.0,372.0,14.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4157,440.0,65.0,648.6,72.0,200.0,40.0,640.0,72.0,661.9724697997203,40.0,30.150000000000002,39.0,36.25,21.6,11.8,28.6,68.0,10.0,4.0,STEEL,35.2,30.4,45.8,370.0,372.0,14.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4158,410.0,66.0,513.1,73.5,150.3,45.0,596.8,72.99999999999999,637.2903988332428,40.0,28.6,45.0,36.5,21.0,12.5,31.8,68.0,15.0,9.0,ALUMINIUM,38.2,51.8,49.9,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4159,420.0,72.0,513.1,71.5,160.4,45.0,500.0,73.49999999999999,642.4785071604077,40.0,28.6,45.0,36.5,21.0,12.5,31.8,68.0,15.0,9.0,STEEL,33.6,54.7,48.0,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4160,420.0,72.0,513.1,71.5,160.4,45.0,500.0,73.49999999999999,642.4785071604077,40.0,28.6,45.0,36.5,21.0,12.5,31.8,68.0,15.0,9.0,STEEL,33.6,54.7,48.0,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4161,405.0,70.0,593.0,71.5,136.5,45.0,498.7,74.0,632.4890412859031,40.0,28.6,44.0,36.5,29.0,13.0,28.6,68.0,15.0,9.0,STEEL,30.9,23.7,45.1,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4162,450.0,60.0,565.6,69.0,120.0,140.0,490.0,71.0,751.812196381746,40.0,29.200000000000003,50.0,36.5,20.0,17.8,35.0,83.5,15.0,12.0,STEEL,30.0,100.0,45.0,400.0,350.0,16.0,18.0,False,False,148.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4163,415.0,60.0,512.5,71.0,150.0,75.0,507.3,72.0,678.5381132179203,40.0,31.7,50.0,36.5,26.25,16.5,31.8,73.5,15.0,10.5,STEEL,30.8,67.3,63.4,330.0,365.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4164,360.0,45.0,515.2,70.5,120.0,30.0,340.0,71.5,478.6925128523676,40.8,28.6,33.25,36.5,20.0,13.3,28.6,68.0,15.0,9.0,STEEL,10.0,135.0,35.0,330.0,380.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4165,562.0,5.5,525.1,57.0,117.4,45.0,513.9,80.0,691.9487450943066,40.0,28.6,41.3,36.5,50.0,13.0,31.8,68.0,15.0,9.0,ALUMINIUM,41.70000000000001,63.9,31.9,330.0,350.0,16.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4167,360.0,45.0,515.2,70.5,120.0,30.0,340.0,71.5,478.6925128523676,40.8,28.6,33.25,36.5,20.0,13.3,28.6,68.0,15.0,9.0,STEEL,10.0,135.0,35.0,330.0,380.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4168,360.0,45.0,515.2,70.5,120.0,30.0,340.0,71.5,478.6925128523676,40.8,28.6,33.25,36.5,20.0,13.3,28.6,68.0,15.0,9.0,STEEL,10.0,135.0,35.0,330.0,380.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4169,450.0,70.0,600.0,71.5,174.8,55.0,530.0,73.0,671.782877155815,40.0,28.6,38.0,36.225,21.0,15.0,31.8,68.0,15.0,9.0,STEEL,50.0,60.0,47.2,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4170,360.0,45.0,515.2,70.5,120.0,30.0,340.0,71.5,478.6925128523676,40.8,28.6,33.25,36.5,20.0,13.3,28.6,68.0,15.0,9.0,STEEL,10.0,135.0,35.0,330.0,380.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4171,450.0,70.0,600.0,71.5,174.8,55.0,530.0,73.0,671.782877155815,40.0,28.6,38.0,36.225,21.0,15.0,31.8,68.0,15.0,9.0,STEEL,50.0,60.0,47.2,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4172,388.0,60.0,565.6,72.5,127.2,30.0,499.2,73.5,601.7738534176339,39.15,28.6,32.1,36.5,18.8,13.0,28.6,68.0,13.1,5.0,STEEL,30.4,19.2,43.2,330.0,380.0,12.9,13.25,True,True,126.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4173,440.0,65.0,648.6,72.0,200.0,40.0,640.0,72.0,661.9724697997203,40.0,30.150000000000002,39.0,36.25,21.6,11.8,28.6,68.0,10.0,4.0,STEEL,35.2,30.4,45.8,370.0,372.0,14.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4174,425.0,84.0,565.6,73.0,127.0,55.0,584.8,73.0,672.5911091573247,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,38.5,36.8,49.8,330.0,350.0,16.0,18.0,False,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4175,420.0,65.0,565.6,71.0,129.3,18.55,541.9,73.0,627.6673906376109,40.4,28.6,32.25,36.5,16.8,10.5,28.35,68.0,5.0,18.55,STEEL,27.0,16.9,30.8,330.0,350.0,16.2,12.6,True,True,120.55,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4176,435.0,67.0,608.0,71.5,181.5,45.0,585.0,72.5,683.7545698370033,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,TITANIUM,33.9,53.2,58.5,330.0,350.0,16.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4177,415.0,68.0,578.0,73.0,156.1,45.0,520.0,73.5,648.0539755144895,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,CARBON,19.7,13.7,35.7,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4178,380.72,62.0,538.5,75.0,115.7,240.0,685.0,74.0,638.9235465865156,50.0,30.0,52.0,36.5,27.5,15.0,40.0,68.0,15.0,9.0,BAMBOO,26.6,170.0,50.5,370.0,350.0,20.0,18.0,True,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4179,410.0,68.0,564.2,73.6,145.0,45.0,565.0,73.63765589791083,648.885712848365,40.0,28.6,55.0,36.5,37.5,23.5,40.0,68.0,15.0,9.0,CARBON,32.1,45.3,45.6,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4180,410.0,68.57347559980298,564.2,73.68127603892651,145.0,45.0,565.0,73.71893193683735,650.9011752145628,40.0,28.6,55.0,36.5,37.5,23.5,40.0,68.0,15.0,9.0,CARBON,32.1,45.3,45.6,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4181,420.0,70.0,565.6,73.0,199.6,25.0,566.6,72.0,638.9463443526996,34.0,28.6,31.7,36.5,23.35,13.0,28.6,68.0,12.0,9.0,STEEL,36.6,11.6,35.0,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4182,444.0,83.0,565.6,71.5,185.7,45.0,620.0,74.5,732.753628475694,38.0,28.6,36.5,36.5,23.35,13.0,28.6,68.0,12.0,10.0,STEEL,27.9,37.5,46.4,330.0,350.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4184,440.0,68.0,660.0,68.0,151.4,120.0,590.0,73.0,738.2112463420062,40.0,28.6,56.0,36.5,27.5,13.0,33.4,68.0,15.0,9.0,TITANIUM,35.0,110.0,35.0,330.0,350.0,16.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4185,440.0,68.0,660.0,68.0,151.4,120.0,590.0,73.0,738.2112463420062,40.0,28.6,56.0,36.5,27.5,13.0,33.4,68.0,15.0,9.0,TITANIUM,35.0,110.0,35.0,330.0,350.0,16.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4186,450.0,17.0,480.0,70.0,232.1,45.0,565.7,71.5,672.7431435236073,40.0,28.6,45.0,48.275,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,27.3,45.7,120.5,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4187,450.0,17.0,480.0,70.0,232.1,45.0,565.7,71.5,675.5425121006066,40.0,28.6,45.0,53.275,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,27.3,45.7,126.2,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4190,370.0,60.0,565.6,73.0,108.0,30.0,469.9,73.5,564.2757117979083,40.0,28.6,31.65,36.5,18.8,13.0,28.25,60.0,13.1,5.0,STEEL,25.6,24.9,33.6,330.0,305.0,12.9,13.25,True,True,126.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4191,440.0,65.0,648.6,72.0,200.0,40.0,640.0,72.0,661.9724697997203,40.0,30.150000000000002,39.0,36.25,21.6,11.8,28.6,68.0,10.0,4.0,STEEL,35.2,30.4,45.8,370.0,372.0,14.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4192,440.0,65.0,648.6,72.0,200.0,40.0,640.0,72.0,661.9724697997203,40.0,30.150000000000002,39.0,36.25,21.6,11.8,28.6,68.0,10.0,4.0,STEEL,35.2,30.4,45.8,370.0,372.0,14.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4193,427.0,81.0,558.9,71.5,137.4,35.0,534.6,73.74992049762979,643.4568090938687,40.0,31.0,36.0,38.35,18.1,13.0,28.6,68.0,15.0,7.0,STEEL,38.1,19.7,42.8,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4194,370.0,60.0,565.6,73.0,108.0,30.0,470.3,73.5,559.5977616784156,40.0,28.6,31.65,36.5,18.8,13.0,28.25,60.0,13.1,5.0,STEEL,25.0,25.3,34.4,330.0,305.0,12.9,13.25,True,True,126.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4196,405.0,70.0,565.6,73.0,145.0,45.0,515.2,74.0,658.7420739449726,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,CARBON,28.9,49.2,49.2,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4202,425.0,60.0,624.5,69.0,120.0,110.0,460.0,72.0,761.8245847837503,40.0,28.6,45.0,36.5,23.35,13.0,35.0,68.0,15.0,9.0,STEEL,23.5,110.0,48.0,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4205,355.0,20.0,565.6,73.0,144.1,133.0,522.0,69.78306570025711,607.725889862494,40.0,28.6,31.0,36.5,23.35,15.0,28.8,68.0,15.0,9.0,STEEL,79.9,93.4,36.9,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4207,420.0,65.0,565.6,73.5,141.5,35.0,574.0,73.49914937497712,653.9216579200631,40.0,28.6,31.7,36.5,23.35,13.0,28.6,68.0,15.0,9.0,STEEL,32.9,24.0,41.1,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4208,425.0,60.0,607.5,69.0,150.0,100.0,460.0,72.0,733.7811310020958,40.0,28.6,45.0,36.5,23.35,13.0,35.0,68.0,15.0,9.0,STEEL,28.3,100.0,41.3,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4210,440.0,65.0,648.6,72.0,195.0,40.0,635.0,72.0,661.8698095581715,40.0,30.150000000000002,39.0,36.25,21.6,11.8,28.6,68.0,10.0,4.0,STEEL,35.0,30.4,45.8,370.0,372.0,14.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4211,440.0,65.0,648.6,72.0,195.0,40.0,635.0,72.0,661.8698095581715,40.0,30.150000000000002,39.0,36.25,21.6,11.8,28.6,68.0,10.0,4.0,STEEL,35.0,30.4,45.8,370.0,372.0,14.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4212,440.0,70.0,610.1,72.0,160.0,45.0,593.1,73.0,697.0605916752635,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,BAMBOO,31.1,48.1,48.6,330.0,350.0,16.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4213,440.0,68.0,565.6,72.5,170.0,75.0,583.8,73.0,688.6103309038414,40.0,28.6,45.0,36.5,21.0,16.5,40.0,73.0,15.0,9.0,BAMBOO,36.5,53.8,56.6,330.0,350.0,16.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4214,440.0,70.007284087456,565.6,73.0,160.0,95.0,530.0,72.99999999999999,691.0517481516508,38.0,28.6,50.0,36.5,21.0,16.5,40.0,73.0,15.0,9.0,BAMBOO,32.4,53.2,58.4,330.0,350.0,16.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4215,408.0,70.0,593.0,71.5,134.8,45.0,500.7,74.0,634.661337654636,40.0,28.6,44.0,36.5,29.0,13.0,28.6,68.0,15.0,9.0,STEEL,30.9,23.7,45.3,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4216,440.0,60.0,635.3,64.0,120.0,90.0,430.0,75.0,746.8053195858658,40.0,28.6,45.0,36.5,23.35,13.0,35.0,68.0,15.0,9.0,STEEL,25.3,100.1,42.9,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4217,408.0,70.0,593.0,71.5,135.0,45.0,500.7,74.0,635.8742519355465,40.0,28.6,44.0,36.5,29.0,13.0,28.6,68.0,15.0,9.0,STEEL,30.9,23.7,45.2,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4218,440.0,72.0,565.6,72.5,170.0,155.0,585.0,73.5,688.3312571790439,38.0,28.6,50.0,36.5,20.0,16.5,40.0,73.0,15.0,15.0,BAMBOO,35.4,46.7,54.4,330.0,350.0,16.0,18.0,True,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4219,440.0,72.0,565.6,72.5,170.0,140.0,575.0,73.5,688.3312571790439,38.0,28.6,50.0,36.5,20.0,16.5,40.0,73.0,20.0,15.0,BAMBOO,34.8,47.0,54.4,330.0,360.0,16.0,15.0,False,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4220,460.5,50.0,565.6,68.0,131.3,10.0,560.0,69.0,673.6642478023061,46.3,28.6,31.4,36.5,20.9,13.55,28.6,90.0,14.0,7.0,STEEL,30.8,15.5,34.5,330.0,350.0,15.0,15.0,True,True,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4221,515.0,50.0,565.6,68.0,131.0,10.0,560.0,69.0,673.6642478023061,46.3,28.6,31.4,36.5,20.9,13.55,28.6,90.0,14.0,7.0,STEEL,30.8,15.5,34.5,330.0,350.0,15.0,15.0,True,True,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4222,515.0,50.0,565.6,68.0,131.0,10.0,560.0,69.0,673.6642478023061,46.3,28.6,31.4,36.5,20.9,13.55,28.6,90.0,14.0,7.0,STEEL,30.8,15.5,34.5,330.0,350.0,15.0,15.0,True,True,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4223,410.0,67.0,565.6,73.0,145.0,45.0,581.9,73.5,654.8940140311063,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,ALUMINIUM,33.3,31.9,49.1,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4224,431.1,40.0,596.7,66.0,100.0,120.0,410.0,74.0,686.8165784744072,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,19.0,110.0,42.2,330.0,350.0,16.0,18.0,True,True,170.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4225,405.0,70.0,560.0,73.0,150.1,45.0,573.2,74.0,651.4807109327221,40.0,30.65,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,37.0,43.2,48.6,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4226,432.43,40.0,594.1,66.0,100.0,80.0,385.0,74.0,686.8165784744072,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,19.2,79.8,42.2,330.0,350.0,16.0,18.0,True,True,170.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4227,420.03,40.0,594.1,66.0,100.0,80.0,385.0,74.0,686.8165784744072,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,19.2,79.8,42.2,330.0,350.0,16.0,18.0,True,True,170.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4228,410.0,70.0,585.0,73.0,173.0,45.0,611.9,73.2,656.3455078026458,40.0,28.6,34.9,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,36.8,41.9,43.2,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4229,432.43,40.0,594.1,66.0,105.0,80.0,385.0,74.0,686.5709064832151,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,19.7,79.3,41.3,330.0,350.0,16.0,18.0,True,True,170.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4230,420.0,40.0,581.3,66.0,105.0,90.0,385.0,74.0,686.6476195312185,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,19.3,89.7,41.3,330.0,350.0,16.0,18.0,True,True,170.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4234,420.0,40.0,581.3,66.0,110.0,110.0,395.0,74.0,686.6476195312185,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,18.8,110.2,41.3,330.0,350.0,16.0,18.0,True,True,170.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4235,405.0,55.0,565.6,73.0,140.6,22.0,555.0,72.5,643.6425924293286,40.0,28.6,29.6,36.5,23.35,14.5,28.9,68.0,15.0,9.0,STEEL,28.8,21.3,39.8,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4237,470.0,80.0,565.6,72.0,134.8,25.0,540.0,72.0,698.8929928418358,40.0,33.35,38.0,34.925,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,46.5,22.8,46.2,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4238,390.0,47.5,619.9,75.0,200.0,40.0,590.0,75.0,666.519090742516,40.0,28.6,31.7,36.5,18.25,12.75,28.6,68.0,15.0,9.0,STEEL,35.0,35.0,35.0,330.0,375.0,16.0,18.0,True,True,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4239,405.0,66.0,565.6,73.0,147.7,55.0,514.0,72.0,657.1796551350905,40.0,28.6,35.0,36.5,23.35,15.0,30.0,68.0,15.0,9.0,STEEL,27.4,48.0,43.6,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4240,425.0,65.0,655.1,66.0,130.0,50.0,520.0,75.5,800.6877915719538,40.0,28.6,45.0,36.5,23.35,13.0,35.0,73.0,15.0,9.0,TITANIUM,20.0,50.0,55.0,330.0,350.0,16.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4241,420.0,40.0,595.0,66.0,120.0,95.0,390.0,74.0,685.1910965116721,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,18.9,90.1,41.3,330.0,350.0,16.0,18.0,True,True,170.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4242,437.0,55.0,601.0,68.0,99.9,100.0,480.0,74.49999999999996,693.6324610932838,38.1,28.6,46.1,36.5,23.75,12.5,33.5,73.0,15.0,12.0,STEEL,25.0,100.0,40.0,380.0,380.0,16.0,15.9,True,True,141.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4243,445.0,60.00000000000102,592.0,71.5,100.0,45.0,479.7,73.79999999999994,684.7859818374159,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,28.7,34.7,49.3,330.0,350.0,16.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4244,420.0,40.0,595.0,66.0,120.0,80.0,380.0,74.0,687.4918573110693,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,18.9,70.0,41.3,330.0,350.0,16.0,18.0,True,True,170.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4246,408.0,72.0,529.0,72.0,106.1,30.0,531.3,74.5,639.4039125372857,40.0,28.6,36.0,36.5,18.25,12.5,28.6,68.0,15.0,8.0,STEEL,30.0,31.3,39.6,330.0,350.0,16.0,18.0,True,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4247,420.0,72.0,539.0,70.25,104.1,45.0,546.5,74.5,649.5730972083815,40.0,28.6,36.0,36.5,18.25,12.5,28.6,68.0,15.0,6.3,STEEL,30.3,46.5,39.2,370.0,370.0,16.0,16.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4248,455.0,70.0,678.0,71.0,180.4,35.0,546.2,73.5,752.8584890790459,39.0,27.0,46.3,36.5,21.25,14.5,28.6,68.0,15.0,10.1,STEEL,36.3,46.2,56.2,330.0,350.0,16.0,18.0,False,False,142.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4249,425.0,39.999908555311,615.2,71.5,125.7,65.0,483.0,73.00098761704564,686.3365197113991,40.0,34.9,41.3,47.95,20.0,16.0,30.0,68.0,15.0,12.3,ALUMINIUM,15.0,50.0,50.0,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4250,425.0,39.999908555311,615.1,70.0,120.0,65.0,503.0,73.00243850197546,669.7797312104431,40.0,34.9,41.3,47.95,20.0,16.0,30.0,68.0,15.0,12.3,ALUMINIUM,30.0,70.0,85.0,330.0,350.0,16.0,18.0,False,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4251,425.0,39.999908555311,615.1,70.0,120.0,65.0,503.0,73.00243850197546,669.7797312104431,40.0,34.9,41.3,47.95,20.0,16.0,30.0,68.0,15.0,12.3,ALUMINIUM,30.0,70.0,85.0,330.0,350.0,16.0,18.0,False,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4252,435.0,70.0,565.6,72.0,152.6,45.0,612.2,73.0,672.7223840711368,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,33.0,47.2,49.3,330.0,350.0,16.0,18.0,True,True,145.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4253,405.0,70.0,565.6,73.0,145.0,45.0,515.2,74.0,658.7420739449726,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,TITANIUM,28.9,49.2,49.2,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4255,412.0,66.0,566.5,74.0,177.1,65.0,550.0,73.5,666.9717014587055,45.9,31.5,50.0,39.25,19.5,15.0,27.2,79.0,15.0,9.0,STEEL,30.0,35.0,48.0,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4256,390.0,50.0,551.9,74.0,174.8,110.0,534.3,73.49999999999999,647.1333312306671,52.0,33.0,50.0,39.1,23.35,13.5,28.0,68.0,15.0,9.0,STEEL,24.2,94.3,38.2,330.0,350.0,16.0,18.0,False,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4257,420.0,47.0,565.6,71.5,116.1,40.0,520.0,74.5,621.379853208023,38.1,25.4,31.7,34.0,17.35,10.5,28.6,68.0,15.0,10.6,STEEL,28.7,19.2,34.5,330.0,350.0,16.0,18.0,False,True,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4258,420.0,47.0,565.6,71.5,116.1,40.0,520.0,74.5,621.379853208023,38.1,25.4,31.7,34.0,17.35,10.5,28.6,68.0,15.0,10.6,STEEL,28.7,19.2,34.5,330.0,350.0,16.0,18.0,False,True,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4259,417.0,72.0,577.0,71.5,152.1,70.5,500.0,72.2,659.249350375626,40.0,28.6,56.0,36.5,25.0,16.0,34.9,68.0,15.0,9.0,TITANIUM,25.0,35.0,55.0,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4260,440.0,70.0,565.6,70.5,175.9,45.0,384.7,73.0,680.0992994552936,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,OTHER,22.2,54.7,47.6,330.0,350.0,16.0,18.0,True,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4261,430.0,60.0,526.7,72.0,116.6,45.0,557.2,75.0,636.573070792943,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,33.9,47.2,49.0,330.0,350.0,16.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
4262,430.0,60.0,526.7,72.0,116.6,45.0,559.2,75.0,636.5195571240632,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,34.0,47.2,48.9,330.0,350.0,16.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
